case,seed,feature,weight,abs_weight,rank
true_negative,7,msl_hpa_lag3,-0.05162912,0.05162912,14.0
true_negative,7,msl_hpa_lag6,-0.032301385,0.032301385,19.0
true_negative,7,d2m_c_lag1,-0.058294818,0.058294818,11.0
true_negative,7,d2m_c_lag3,-0.0051407097,0.0051407097,29.0
true_negative,7,tcc_lag1,-0.02592041,0.02592041,21.0
true_negative,7,tcc_lag3,-0.01390479,0.01390479,25.0
true_negative,7,wind_speed_10m_lag1,-0.0011305654,0.0011305654,34.0
true_negative,7,wind_speed_10m_lag3,-0.0033330845,0.0033330845,31.0
true_negative,7,tp_mm_lag1,-3.0862205,3.0862205,1.0
true_negative,7,tp_mm_lag3,0.06090727,0.06090727,10.0
true_negative,7,tp_mm_lag6,0.02025631,0.02025631,24.0
true_negative,7,msl_hpa_roll6_mean,-0.077953726,0.077953726,8.0
true_negative,7,d2m_c_roll6_mean,-0.05176715,0.05176715,13.0
true_negative,7,tcc_roll6_mean,-0.057144184,0.057144184,12.0
true_negative,7,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,30.0
true_negative,7,wind_speed_10m_roll6_max,-0.020577615,0.020577615,23.0
true_negative,7,tp_mm_roll6_sum,-0.82758385,0.82758385,2.0
true_negative,7,tp_mm_roll24_sum,-0.064312086,0.064312086,9.0
true_negative,8,t2m_c,-0.028321588,0.028321588,19.0
true_negative,8,d2m_c,-0.20027591,0.20027591,4.0
true_negative,8,msl_hpa,-0.22105958,0.22105958,3.0
true_negative,8,sp_hpa,-0.14626248,0.14626248,6.0
true_negative,8,tcc,-0.03812593,0.03812593,16.0
true_negative,8,u10,-0.027285669,0.027285669,20.0
true_negative,8,v10,-0.020953411,0.020953411,21.0
true_negative,8,wind_speed_10m,-0.0044702,0.0044702,29.0
true_negative,8,month,0.0027118474,0.0027118474,31.0
true_negative,8,dayofyear,0.046134815,0.046134815,14.0
true_negative,8,hour,0.010703663,0.010703663,27.0
true_negative,8,month_sin,0.0016149253,0.0016149253,33.0
true_negative,8,month_cos,-0.069401786,0.069401786,8.0
true_negative,8,hour_sin,-0.016395498,0.016395498,24.0
true_negative,8,hour_cos,0.038293224,0.038293224,15.0
true_negative,8,msl_hpa_lag1,-0.1967329,0.1967329,5.0
true_negative,8,msl_hpa_lag3,-0.05162912,0.05162912,12.0
true_negative,8,msl_hpa_lag6,-0.034277376,0.034277376,17.0
true_negative,8,d2m_c_lag1,-0.05175934,0.05175934,11.0
true_negative,8,d2m_c_lag3,-0.0018092607,0.0018092607,32.0
true_negative,8,tcc_lag1,-0.014577368,0.014577368,25.0
true_negative,8,tcc_lag3,-0.01390479,0.01390479,26.0
true_negative,8,wind_speed_10m_lag1,-0.0015041284,0.0015041284,34.0
true_negative,8,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
true_negative,8,tp_mm_lag1,-3.1802955,3.1802955,1.0
true_negative,8,tp_mm_lag3,0.06597918,0.06597918,10.0
true_negative,8,tp_mm_lag6,0.018403845,0.018403845,23.0
true_negative,8,msl_hpa_roll6_mean,-0.077953726,0.077953726,7.0
true_negative,8,d2m_c_roll6_mean,-0.047074344,0.047074344,13.0
true_negative,8,tcc_roll6_mean,-0.068806775,0.068806775,9.0
true_negative,8,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,28.0
true_negative,8,wind_speed_10m_roll6_max,-0.020577615,0.020577615,22.0
true_negative,8,tp_mm_roll6_sum,-0.83673054,0.83673054,2.0
true_negative,8,tp_mm_roll24_sum,-0.03426168,0.03426168,18.0
true_negative,9,t2m_c,-0.028949691,0.028949691,19.0
true_negative,9,d2m_c,-0.21493529,0.21493529,4.0
true_negative,9,msl_hpa,-0.22105958,0.22105958,3.0
true_negative,9,sp_hpa,-0.15110639,0.15110639,6.0
true_negative,9,tcc,-0.035775173,0.035775173,18.0
true_negative,9,u10,-0.0275328,0.0275328,20.0
true_negative,9,v10,-0.02164326,0.02164326,22.0
true_negative,9,wind_speed_10m,-0.0044702,0.0044702,29.0
true_negative,9,month,0.0027118474,0.0027118474,31.0
true_negative,9,dayofyear,0.046134815,0.046134815,15.0
true_negative,9,hour,-0.022410046,0.022410046,21.0
true_negative,9,month_sin,0.0016149253,0.0016149253,33.0
true_negative,9,month_cos,-0.048085377,0.048085377,13.0
true_negative,9,hour_sin,-0.014823927,0.014823927,27.0
true_negative,9,hour_cos,0.037498184,0.037498184,17.0
true_negative,9,msl_hpa_lag1,-0.2002935,0.2002935,5.0
true_negative,9,msl_hpa_lag3,-0.06499499,0.06499499,10.0
true_negative,9,msl_hpa_lag6,-0.03754545,0.03754545,16.0
true_negative,9,d2m_c_lag1,-0.05175934,0.05175934,12.0
true_negative,9,d2m_c_lag3,-0.002305724,0.002305724,32.0
true_negative,9,tcc_lag1,-0.01596255,0.01596255,25.0
true_negative,9,tcc_lag3,-0.016322156,0.016322156,24.0
true_negative,9,wind_speed_10m_lag1,-0.0015041284,0.0015041284,34.0
true_negative,9,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
true_negative,9,tp_mm_lag1,-3.1485016,3.1485016,1.0
true_negative,9,tp_mm_lag3,0.06681453,0.06681453,8.0
true_negative,9,tp_mm_lag6,0.015467251,0.015467251,26.0
true_negative,9,msl_hpa_roll6_mean,-0.08014341,0.08014341,7.0
true_negative,9,d2m_c_roll6_mean,-0.04691485,0.04691485,14.0
true_negative,9,tcc_roll6_mean,-0.057928428,0.057928428,11.0
true_negative,9,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,28.0
true_negative,9,wind_speed_10m_roll6_max,-0.020577615,0.020577615,23.0
true_negative,9,tp_mm_roll6_sum,-0.8289133,0.8289133,2.0
true_negative,9,tp_mm_roll24_sum,-0.06577259,0.06577259,9.0
